Rating,Corporation,Year,Default Probability
BB+,HANESBRANDS INC.,2015,0.000033630620413
BBB-,HANESBRANDS INC.,2015,0.000091084019174
BBB-,HANESBRANDS INC.,2015,0.000091266906292
BBB-,HANESBRANDS INC.,2015,0.000097909344465
AA-,"HARLEY-DAVIDSON, INC",2015,0.447724878994664
AA-,"HARLEY-DAVIDSON, INC",2015,0.474352783429173
AA-,"HARLEY-DAVIDSON, INC",2015,0.457424981731606
A+,"HARLEY-DAVIDSON, INC",2015,0.473192978086822
A+,"HARLEY-DAVIDSON, INC",2015,0.486839091933454
A+,"HARLEY-DAVIDSON, INC",2015,0.467205504848356
A,"HARLEY-DAVIDSON, INC",2015,0.489922662089103
BB,HARSCO CORPORATION,2015,0.000041038215349
BB-,HARSCO CORPORATION,2015,0.000049411147090
BB-,HARSCO CORPORATION,2015,0.000048962067287
BB-,HARSCO CORPORATION,2015,0.000047453806340
BBB-,"HASBRO, INC",2015,0.000120438837012
BBB,"HASBRO, INC",2015,0.000100278796046
BBB,"HASBRO, INC",2015,0.000117026374884
BBB,"HASBRO, INC",2015,0.000116792953622
B+,HCA HEALTHCARE INC,2015,0.000147217592363
B+,HCA HEALTHCARE INC,2015,0.000171211620310
B+,HCA HEALTHCARE INC,2015,0.000133956986887
BB-,HCA HEALTHCARE INC,2015,0.000172390012889
B+,"HCA Healthcare, Inc.",2015,0.000195859786921
B+,"HCA Healthcare, Inc.",2015,0.000217206955962
B+,"HCA Healthcare, Inc.",2015,0.000018529793188
A+,HERSHEY COMPANY,2015,0.000350650589412
A+,HERSHEY COMPANY,2015,0.000454392899315
A+,HERSHEY COMPANY,2015,0.000434160342523
A+,HERSHEY COMPANY,2015,0.000461564471206
B,"HERTZ GLOBAL HOLDINGS, INC",2015,0.000011098960093
B,"HERTZ GLOBAL HOLDINGS, INC",2015,0.000011861214861
BBB,HESS CORPORATION,2015,0.000385955757027
BBB-,HESS CORPORATION,2015,0.000369910320392
BB+,HESS CORPORATION,2015,0.000178639725615
BB+,HESS CORPORATION,2015,0.000175116296799
BB+,HILTON WORLDWIDE HOLDINGS INC,2015,0.000053255311044
BB+,HILTON WORLDWIDE HOLDINGS INC,2015,0.000048077306454
BB+,HILTON WORLDWIDE HOLDINGS INC,2015,0.000048929725994
BB+,HILTON WORLDWIDE HOLDINGS INC,2015,0.000047887961531
AA-,HONEYWELL INTERNATIONAL INC,2015,0.879445164762234
AA-,HONEYWELL INTERNATIONAL INC,2015,0.886284506805834
AA,HONEYWELL INTERNATIONAL INC,2015,0.892341205768367
AA,HONEYWELL INTERNATIONAL INC,2015,0.898226232949020
AA-,HORMEL FOODS CORPORATION,2015,0.874196463492189
AA-,HORMEL FOODS CORPORATION,2015,0.878564014055195
AA-,HORMEL FOODS CORPORATION,2015,0.884653341823426
AA-,HORMEL FOODS CORPORATION,2015,0.889870398910296
CCC+,"HOVNANIAN ENTERPRISES, INC",2015,0.000015341677709
B-,"HOVNANIAN ENTERPRISES, INC",2015,0.000015159439363
B-,"HOVNANIAN ENTERPRISES, INC",2015,0.000016268796245
CCC+,"HOVNANIAN ENTERPRISES, INC",2015,0.000015805958225
CCC+,"HOVNANIAN ENTERPRISES, INC",2015,0.000020610333996
AA,Halliburton Co.,2015,0.998676685034004
AA,Halliburton Co.,2015,0.998715083170708
A,Halliburton Company,2015,0.000231378036602
BBB-,Hanesbrands Inc.,2015,0.000096393926177
BBB-,Hanesbrands Inc.,2015,0.000112556174606
A-,"Harley-Davidson, Inc.",2015,0.000225032703297
A,"Harley-Davidson, Inc.",2015,0.000138933614253
BBB-,Harsco Corporation,2015,0.000007899401544
B+,"Hemisphere Media Holdings, LLC",2015,0.000134198142999
A+,Hershey Company (The),2015,0.187466577047812
AA,Hershey Company (The),2015,0.495431508799883
A-,Hewlett Packard Enterprise,2015,0.000005549626625
A,Hewlett Packard Enterprise Co.,2015,0.000065164697095
BBB,Hewlett Packard Enterprise Co.,2015,0.000051004176527
BBB,Hewlett Packard Enterprise Co.,2015,0.000053669123499
BBB-,Hexcel Corp.,2015,0.000090944988550
BB,Holly Energy Partners LP,2015,0.000069922003257
BB,Holly Energy Partners LP,2015,0.000077905672139
B+,"Hologic, Inc.",2015,0.000022579961668
B+,"Hologic, Inc.",2015,0.000024053128842
AA,Honeywell International Inc.,2015,0.711360986182053
AA,Honeywell International Inc.,2015,0.713320018001877
B,Horizon Global Corp.,2015,0.000046284525886
B,Horizon Global Corp.,2015,0.000038361211631
A+,Hormel Foods Corporation,2015,0.000258965848156
BB,Houghton Mifflin Harcourt Publishers Inc.,2015,0.000097778296024
BB,Houghton Mifflin Harcourt Publishers Inc.,2015,0.000080467947312
A,Hunt (J.B.) Transport Services Inc.,2015,0.000115189386486
BB+,Huntington Ingalls Industries Inc.,2015,0.000062586239799
BB+,Huntington Ingalls Industries Inc.,2015,0.000062914523710
BB+,Huntington Ingalls Industries Inc.,2015,0.000050186600239
BB+,"Huntington Ingalls Industries, Inc.",2015,0.000004005185679
B+,Huntsman International LLC,2015,0.000003824732255
A,IDACORP Inc.,2015,0.000412057011320
AA-,"IDACORP, INC",2015,0.459616963128253
AA-,"IDACORP, INC",2015,0.459730815512786
AA-,"IDACORP, INC",2015,0.472143667110536
AA-,"IDACORP, INC",2015,0.504309790506370
A-,IDEX CORPORATION,2015,0.000141253093313
A-,IDEX CORPORATION,2015,0.000142808822285
A-,IDEX CORPORATION,2015,0.000174347620453
A-,IDEX CORPORATION,2015,0.000191142742690
A-,IDEX CORPORATION,2015,0.000175814544283
A+,ILLINOIS TOOL WORKS INC,2015,0.185195485198080
A+,ILLINOIS TOOL WORKS INC,2015,0.202134814436417
A+,ILLINOIS TOOL WORKS INC,2015,0.206077891451445
A+,ILLINOIS TOOL WORKS INC,2015,0.211381809856046
A-,INGREDION INCORPORATED,2015,0.000088490908803
A-,INGREDION INCORPORATED,2015,0.000106946323098
A-,INGREDION INCORPORATED,2015,0.000098579032660
A-,INGREDION INCORPORATED,2015,0.000083401454511
A,INTEL CORPORATION,2015,0.171395043626775
A,INTEL CORPORATION,2015,0.169349815245114
A,INTEL CORPORATION,2015,0.154874842274749
A,INTEL CORPORATION,2015,0.172904796693998
A,INTEL CORPORATION,2015,0.177723184790158
A+,"INTERDIGITAL, INC",2015,0.000096840567889
A+,"INTERDIGITAL, INC",2015,0.000088281364275
A+,"INTERDIGITAL, INC",2015,0.000090081195457
A+,"INTERDIGITAL, INC",2015,0.000101820475036
BBB+,INTERNATIONAL SPEEDWAY,2015,0.000181834064276
BBB+,INTERNATIONAL SPEEDWAY,2015,0.000220038273655
A-,INTERNATIONAL SPEEDWAY,2015,0.000203696068886
A-,INTERNATIONAL SPEEDWAY,2015,0.000197287440168
A-,INTERNATIONAL SPEEDWAY,2015,0.000206719926543
BBB+,INTERPUBLIC GROUP OF,2015,0.000042783576369
BBB+,INTERPUBLIC GROUP OF,2015,0.000038243324970
BBB+,INTERPUBLIC GROUP OF,2015,0.000047207343809
BBB+,INTERPUBLIC GROUP OF,2015,0.000036629424086
BBB,"INTREPID POTASH, INC.",2015,0.000161336632047
A,INTUIT INC,2015,0.000169329345191
A,INTUIT INC,2015,0.000194658305431
A,INTUIT INC,2015,0.000164971928128
A,INTUIT INC,2015,0.000180139226144
A,INTUIT INC,2015,0.000127133062645
BBB-,"IRON MOUNTAIN, INC",2015,0.000082086538635
BB+,"IRON MOUNTAIN, INC",2015,0.000043332399022
BB+,"IRON MOUNTAIN, INC",2015,0.000037160690407
BB,"IRON MOUNTAIN, INC",2015,0.000035215411267
A+,Illinois Tool Works Inc.,2015,0.260552613639936
A,Illinois Tool Works Inc.,2015,0.040674431546268
BBB,"Illumina, Inc.",2015,0.000206051143166
AAA,"Industrias Bachoco, S.A.B. de C.V.",2015,0.585007947904223
BB-,Ingles Markets Inc.,2015,0.000103966529902
BBB,Ingredion Incorporated,2015,0.000008796197108
AAA,Intel Corp.,2015,0.000218788509553
A+,Intel Corp.,2015,0.000245491823231
A+,Intel Corporation,2015,0.000090211420563
A+,Intel Corporation,2015,0.000085129278958
A+,Intel Corporation,2015,0.000150024335693
B+,"Iron Mountain Information Management, LLC",2015,0.000058178394909
BBB-,JABIL INC,2015,0.000068015714499
BBB-,JABIL INC,2015,0.000087307849524
BBB-,JABIL INC,2015,0.000080573688337
BBB-,JABIL INC,2015,0.000060695692685
BB+,JETBLUE AIRWAYS CORPORATION,2015,0.000032502756890
BB+,JETBLUE AIRWAYS CORPORATION,2015,0.000031822146832
BBB-,JETBLUE AIRWAYS CORPORATION,2015,0.000078222072091
BBB-,JETBLUE AIRWAYS CORPORATION,2015,0.000073498674512
AA+,JOHNSON & JOHNSON,2015,0.998224044674883
AA+,JOHNSON & JOHNSON,2015,0.998493227625567
AA+,JOHNSON & JOHNSON,2015,0.998577102054095
AA+,JOHNSON & JOHNSON,2015,0.998642093042762
AA+,JOHNSON & JOHNSON,2015,0.998655144685965
AA-,JOHNSON CONTROLS INTERNATIONAL,2015,0.471130506901417
AA-,JOHNSON CONTROLS INTERNATIONAL,2015,0.502057833274798
AA-,JOHNSON CONTROLS INTERNATIONAL,2015,0.505770402171120
AA-,JOHNSON CONTROLS INTERNATIONAL,2015,0.506939775140869
BBB+,"JUNIPER NETWORKS, INC.",2015,0.000082241426427
BBB+,"JUNIPER NETWORKS, INC.",2015,0.000096365663134
BBB+,"JUNIPER NETWORKS, INC.",2015,0.000096604944757
BBB+,"JUNIPER NETWORKS, INC.",2015,0.000095721370454
BBB-,Jabil Inc.,2015,0.000101243750710
BBB-,Jabil Inc.,2015,0.000070869021552
BB+,Jazz Pharmaceuticals Ireland Ltd,2015,0.000135553908233
BBB-,JetBlue Airways Corp.,2015,0.000011519690219
BB+,JetBlue Airways Corporation,2015,0.000002258842162
AAA,Johnson & Johnson,2015,0.000999928721201
A,Johnson (S.C.) & Son Inc.,2015,0.000673324583599
A,Johnson (S.C.) & Son Inc.,2015,0.000690231498256
BBB+,Johnson Controls Inc.,2015,0.000617876399373
BBB,Juniper Networks Inc.,2015,0.000104181825388
BBB,KENNAMETAL INC.,2015,0.000105666098877
BBB,KENNAMETAL INC.,2015,0.000126814841725
BBB-,KENNAMETAL INC.,2015,0.000127481447117
BBB-,KENNAMETAL INC.,2015,0.000110218186698
A,KIMBERLY-CLARK CORPORATION,2015,0.000305956865426
A,KIMBERLY-CLARK CORPORATION,2015,0.000296538901924
A-,KIMBERLY-CLARK CORPORATION,2015,0.000282581853453
A-,KIMBERLY-CLARK CORPORATION,2015,0.000316293455279
BBB,KOHL'S CORPORATION,2015,0.000104989924315
BBB,KOHL'S CORPORATION,2015,0.000120394544476
BBB+,KOHL'S CORPORATION,2015,0.000105702856884
BBB+,KOHL'S CORPORATION,2015,0.000104194156904
BBB+,KOHL'S CORPORATION,2015,0.000123998681290
BBB+,KONINKLIJKE PHILIPS NV,2015,0.000137122410715
BBB+,KONINKLIJKE PHILIPS NV,2015,0.000111862670855
BBB+,KONINKLIJKE PHILIPS NV,2015,0.000114558621720
BBB+,KONINKLIJKE PHILIPS NV,2015,0.000104729293742
A-,KRAFT HEINZ COMPANY,2015,0.000054379743675
BBB-,KRAFT HEINZ COMPANY,2015,0.000058176169756
BBB-,KRAFT HEINZ COMPANY,2015,0.000051469997358
BBB-,Keysight Technologies Inc.,2015,0.000120421654619
BBB-,Keysight Technologies Inc.,2015,0.000138083039168
A,Kimberly-Clark Corp.,2015,0.377531487175861
AA,Kimberly-Clark Corp.,2015,0.373712704325072
BBB-,Kinross Gold Corp.,2015,0.000001125798737
BBB-,Kinross Gold Corp.,2015,0.000001320679340
BB+,Kinross Gold Corporation,2015,0.000000228954205
BBB,Kirby Corporation,2015,0.000025306342188
BBB+,Kohl's Corporation,2015,0.000024211887414
BBB+,Koninklijke Philips N.V.,2015,0.000163715324848
BBB+,Koninklijke Philips N.V.,2015,0.000158919418862
B+,Koppers Holdings Inc.,2015,0.000027657744836
B+,Koppers Holdings Inc.,2015,0.000031107047276
A+,Korea Electric Power Corp.,2015,0.231865208172245
AA-,Korea Electric Power Corp.,2015,0.267965939500978
AA-,Korea Electric Power Corporation,2015,0.998767126623342
AA-,Korea Electric Power Corporation,2015,0.998773634638878
AA,Korea Electric Power Corporation,2015,0.998764233064669
B,Kosmos Energy Ltd.,2015,0.000012799825033
CCC+,"Kosmos Energy, Ltd.",2015,0.000121980149547
CCC+,"Kosmos Energy, Ltd.",2015,0.000134247253295
BBB-,Kraft Heinz Canada ULC,2015,0.000062462004509
BBB-,Kraft Heinz Canada ULC,2015,0.000056789809569
B-,Kratos Defense & Security Solutions Inc.,2015,0.000060371954706
B-,Kratos Defense & Security Solutions Inc.,2015,0.000052408763411
CCC,"Kratos Defense and Security Solutions, Inc.",2015,0.000008560055356
B+,Kronos Worldwide Inc.,2015,0.000105391498481
B+,Kronos Worldwide Inc.,2015,0.000095184512017
B+,"Kronos Worldwide, Inc.",2015,0.000015796224397
A-,LEAR CORPORATION,2015,0.000076266574198
BBB+,LEAR CORPORATION,2015,0.000071391803963
BBB+,LEAR CORPORATION,2015,0.000080046752282
BBB+,LEAR CORPORATION,2015,0.000090781046137
A-,LEAR CORPORATION,2015,0.000076877801638
A+,LENNOX INTERNATIONAL INC.,2015,0.000281098327087
A+,LENNOX INTERNATIONAL INC.,2015,0.000283859508499
A+,LENNOX INTERNATIONAL INC.,2015,0.000309961324338
A+,LENNOX INTERNATIONAL INC.,2015,0.000340226014907
A+,LENNOX INTERNATIONAL INC.,2015,0.000339557740340
A+,LENNOX INTERNATIONAL INC.,2015,0.000342218272824
BB+,LIBERTY MEDIA CORP.,2015,0.000033982810305
BB+,LIBERTY MEDIA CORP.,2015,0.000044710329533
BB+,LIBERTY MEDIA CORP.,2015,0.000043758443660
BB-,LKQ Corporation,2015,0.000144253003088
A-,LOCKHEED MARTIN CORPORATION,2015,0.000000166335585
A-,LOCKHEED MARTIN CORPORATION,2015,0.000000164682473
BBB+,LOCKHEED MARTIN CORPORATION,2015,0.000000149058827
BBB+,LOCKHEED MARTIN CORPORATION,2015,0.000000161257049
BBB+,LOCKHEED MARTIN CORPORATION,2015,0.000000156102310
A-,LOCKHEED MARTIN CORPORATION,2015,0.000000152750016
B+,LSB Industries Inc.,2015,0.000039984526358
B+,LSB Industries Inc.,2015,0.000043181370021
B-,LSB Industries Inc.,2015,0.000037629981685
B+,"LSB Industries, Inc.",2015,0.000005003585980
BBB+,Lam Research Corp.,2015,0.000009675999522
B-,Lamar Advertising Co.,2015,0.000068529994893
BB,Lamar Advertising Company,2015,0.000007818005720
B,Laredo Petroleum Inc.,2015,0.000000000000248
B,Laredo Petroleum Inc.,2015,0.000000000000199
BB+,Las Vegas Sands Corp.,2015,0.000009757744071
BBB-,Las Vegas Sands LLC,2015,0.000114225022107
BB-,Lattice Semiconductor Corporation,2015,0.000085243181334
B,Lattice Semiconductor Corporation,2015,0.000084682191096
BB,Lear Corp.,2015,0.000051479741022
BBB-,Lear Corp.,2015,0.000092393337868
BB+,Lear Corporation,2015,0.000006258264954
B-,"Lee Enterprises, Inc.",2015,0.000090899441234
BB-,Lennar Corporation,2015,0.000122769277854
BB,Lennar Corporation,2015,0.000128491976997
BB,Lennar Corporation,2015,0.000132071197850
BB-,Lions Gate Entertainment Corp.,2015,0.000014614784104
B+,Live Nation Entertainment Inc.,2015,0.000045741010178
B+,Live Nation Entertainment Inc.,2015,0.000038759960781
BBB+,Lockheed Martin Corp.,2015,0.000008702932268
BBB+,Lockheed Martin Corporation,2015,0.000000892451821
BBB+,Lockheed Martin Corporation,2015,0.000000516863527
BBB+,Lockheed Martin Corporation,2015,0.000000937456900
B,Louisiana-Pacific Corp.,2015,0.000136411020409
BBB,LyondellBasell Industries N.V.,2015,0.000120993034193
BBB+,LyondellBasell Industries N.V.,2015,0.000009034119790
BB,"M.D.C. HOLDINGS, INC",2015,0.000284636745684
BB+,"M.D.C. HOLDINGS, INC",2015,0.000247780236608
BB,"M.D.C. HOLDINGS, INC",2015,0.000264792066655
BB,"M.D.C. HOLDINGS, INC",2015,0.000317332058384
BB,"M.D.C. Holdings, Inc.",2015,0.000091917879031
BB,"M/I HOMES, INC",2015,0.000132051200524
BB,"M/I HOMES, INC",2015,0.000148816274319
BB,"M/I HOMES, INC",2015,0.000149890092997
BB,"M/I HOMES, INC",2015,0.000115817753381
B-,"M/I Homes, Inc.",2015,0.000027662727919
BB-,"M/I Homes, Inc.",2015,0.000011385266154
BB-,"MACOM Technology Solutions Holdings, Inc.",2015,0.000065384592780
A-,"MAGELLAN MIDSTREAM PARTNERS,",2015,0.000120905016185
A-,"MAGELLAN MIDSTREAM PARTNERS,",2015,0.000097985803566
A-,"MAGELLAN MIDSTREAM PARTNERS,",2015,0.000109812007024
A-,"MAGELLAN MIDSTREAM PARTNERS,",2015,0.000106388484549
A-,MANPOWERGROUP INC.,2015,0.000089547979260
A-,MANPOWERGROUP INC.,2015,0.000110910176412
A-,MANPOWERGROUP INC.,2015,0.000113691052045
A-,MANPOWERGROUP INC.,2015,0.000116524409668
BBB,MARATHON OIL CORPORATION,2015,0.000130684252041
BBB,MARATHON OIL CORPORATION,2015,0.000139980957761
BBB,MARATHON OIL CORPORATION,2015,0.000107008906429
BBB-,MARATHON OIL CORPORATION,2015,0.000128241694764
BB+,MARATHON OIL CORPORATION,2015,0.000053076604716
BBB-,"MARTIN MARIETTA MATERIALS,",2015,0.000101524670286
BBB-,"MARTIN MARIETTA MATERIALS,",2015,0.000102519380169
BBB,"MARTIN MARIETTA MATERIALS,",2015,0.000109757384597
BBB,"MARTIN MARIETTA MATERIALS,",2015,0.000110533706002
BBB+,"MARTIN MARIETTA MATERIALS,",2015,0.000102230000094
BB+,MASCO CORPORATION,2015,0.000078143943857
BBB-,"MASTEC, INC",2015,0.000083886412022
BB+,"MASTEC, INC",2015,0.000036818806264
BB+,"MASTEC, INC",2015,0.000034297111534
A,MCCORMICK & COMPANY,2015,0.000085516008511
A,MCCORMICK & COMPANY,2015,0.000085126432688
A,MCCORMICK & COMPANY,2015,0.000092773149997
A,MCCORMICK & COMPANY,2015,0.000092591325383
BBB+,MCKESSON CORPORATION,2015,0.000059649907186
BBB+,MCKESSON CORPORATION,2015,0.000113636527732
BBB+,MCKESSON CORPORATION,2015,0.000120379894073
BBB+,MCKESSON CORPORATION,2015,0.000116401482557
B,"MERITOR, INC",2015,0.000001482608419
B+,"MERITOR, INC",2015,0.000001468939373
B,"MERITOR, INC",2015,0.000001543365130
BB-,MGM RESORTS INTERNATIONAL,2015,0.000041702710204
BB-,MGM RESORTS INTERNATIONAL,2015,0.000043256498424
BB-,MGM RESORTS INTERNATIONAL,2015,0.000040495185111
BB-,MGM RESORTS INTERNATIONAL,2015,0.000045967418407
A-,MICROCHIP TECHNOLOGY,2015,0.000131378229081
A-,MICROCHIP TECHNOLOGY,2015,0.000459991377801
BBB+,MICROCHIP TECHNOLOGY,2015,0.000423855548642
BB+,"MICRON TECHNOLOGY, INC",2015,0.000131706632619
BB+,"MICRON TECHNOLOGY, INC",2015,0.000137005028255
BB+,"MICRON TECHNOLOGY, INC",2015,0.000351332261251
BB+,"MICRON TECHNOLOGY, INC",2015,0.000310887707687
BB+,"MICRON TECHNOLOGY, INC",2015,0.000403374872582
AA,MICROSOFT CORPORATION,2015,0.998353934960607
AA,MICROSOFT CORPORATION,2015,0.998470492525095
AA,MICROSOFT CORPORATION,2015,0.999112312458844
AA,MICROSOFT CORPORATION,2015,0.999098876016635
BBB,"MOHAWK INDUSTRIES, INC.",2015,0.000064715492026
BBB,"MOHAWK INDUSTRIES, INC.",2015,0.000058718261700
BBB,"MOHAWK INDUSTRIES, INC.",2015,0.000066069152887
BBB-,"MONDELEZ INTERNATIONAL, INC",2015,0.000054133841916
BBB-,"MONDELEZ INTERNATIONAL, INC",2015,0.000045746860003
BBB-,"MONDELEZ INTERNATIONAL, INC",2015,0.000046103787033
BBB-,"MONDELEZ INTERNATIONAL, INC",2015,0.000046011406824
A,MOSAIC COMPANY,2015,0.000071660181072
A,MOSAIC COMPANY,2015,0.000066139173085
BBB+,"MOTOROLA SOLUTIONS, INC",2015,0.000115178825161
BBB+,"MOTOROLA SOLUTIONS, INC",2015,0.000119315130332
BBB,"MOTOROLA SOLUTIONS, INC",2015,0.000114368757104
BBB-,MPLX LP,2015,0.000008157293800
BBB-,MPLX LP,2015,0.000009507296643
BBB-,MPLX LP,2015,0.000117706278785
B+,MRC Global (US) Inc.,2015,0.000089915371285
B+,MRC Global (US) Inc.,2015,0.000089587314714
BB+,MSCI Inc.,2015,0.000105843894832
BB,MSCI Inc.,2015,0.000006991053300
BB+,MSCI Inc.,2015,0.000087344245336
BBB+,MURPHY OIL CORPORATION,2015,0.000176259851458
BBB+,MURPHY OIL CORPORATION,2015,0.000178679132526
BBB,MURPHY OIL CORPORATION,2015,0.000206656763387
BBB-,MURPHY OIL CORPORATION,2015,0.000209533676167
BB+,MURPHY OIL CORPORATION,2015,0.000086331985713
BBB-,Macquarie Infrastructure Corporation,2015,0.000021059707847
BBB-,Macquarie Infrastructure Corporation,2015,0.000025855413053
AAA,Madison Gas & Electric Co.,2015,0.000267824054300
AAA,Madison Gas & Electric Co.,2015,0.000222623860253
A,Magellan Midstream Partners LP,2015,0.000121843849038
BBB+,"Magellan Midstream Partners, L.P.",2015,0.000022489041102
BBB+,Magna International Inc.,2015,0.000005189317031
BBB,ManpowerGroup Inc.,2015,0.000146018376454
BBB+,ManpowerGroup Inc.,2015,0.000013531407272
BBB+,ManpowerGroup Inc.,2015,0.000011295996680
BBB+,Marathon Oil Corporation,2015,0.000018155239036
BBB,Marathon Petroleum Corporation,2015,0.000023045812884
BBB,Marathon Petroleum Corporation,2015,0.000039692320215
BB+,Masco Corporation,2015,0.000007591653089
BB,Masco Corporation,2015,0.000012407353108
BB+,Masco Corporation,2015,0.000007611448084
BB-,Masonite International Corp.,2015,0.000060277586483
BB-,Masonite International Corp.,2015,0.000065345248416
BB,Masonite International Corp.,2015,0.000061698953091
B-,Matador Resources Company,2015,0.000021671365256
A,McCormick & Co. Inc.,2015,0.000109740023972
A-,McCormick & Co. Inc.,2015,0.000103897642199
B+,Mercer International Inc.,2015,0.000086051416480
AAA,Merck Sharpe & Dohme Corp.,2015,0.000471054063964
BB-,Meritage Homes Corporation,2015,0.000002999232182
BB-,Meritage Homes Corporation,2015,0.000001538877188
BB-,Meritage Homes Corporation,2015,0.000034690982961
B,"Meritor, Inc.",2015,0.000000004991146
B,"Meritor, Inc.",2015,0.000000006014689
B+,Michael Baker International LLC,2015,0.000127633548022
B,"Michael Baker International, LLC",2015,0.000017378687312
BBB-,Microchip Technology Inc.,2015,0.000215816796945
BB,Micron Technology Inc.,2015,0.000148940719056
BB,Micron Technology Inc.,2015,0.000379223481125
BB,Micron Technology Inc.,2015,0.000372953701118
BB,Micron Technology Inc.,2015,0.000337364715967
AAA,Microsoft Corp.,2015,0.000483966978335
BB+,Millicom International Cellular S.A.,2015,0.000005417544677
BB,Minerals Technologies Inc.,2015,0.000140843965164
BB,Minerals Technologies Inc.,2015,0.000012802151563
BB,Minerals Technologies Inc.,2015,0.000169565704847
BB,Minerals Technologies Inc.,2015,0.000014153070915
BB+,Mobile TeleSystems PJSC,2015,0.000076823775088
BB+,Mobile TeleSystems PJSC,2015,0.000008054906925
BBB,Mohawk Industries Inc.,2015,0.000070984588629
A,Mohawk Industries Inc.,2015,0.000098526643369
A,Mohawk Industries Inc.,2015,0.000094191509771
BBB,"Mohawk Industries, Inc.",2015,0.000006687632944
BBB,"Mondelez International, Inc.",2015,0.000080683113358
BBB,"Mondelez International, Inc.",2015,0.000003357204551
BBB,"Mondelez International, Inc.",2015,0.000071049600226
BBB,"Mondelez International, Inc.",2015,0.000084318028886
BBB,"Mondelez International, Inc.",2015,0.000076779891236
BBB,"Mondelez International, Inc.",2015,0.000003302211411
BBB,"Mondelez International, Inc.",2015,0.000003335840863
BBB+,"Mondelez International, Inc.",2015,0.000005257894098
BBB-,"Motorola Solutions, Inc.",2015,0.000026956128323
BB,Murphy Oil USA Inc.,2015,0.000028445999154
BB+,"Murphy Oil USA, Inc.",2015,0.000103510745424
BB+,"Murphy Oil USA, Inc.",2015,0.000129579007279
BBB-,NABORS INDUSTRIES LTD,2015,0.000037130555201
BB+,NABORS INDUSTRIES LTD,2015,0.000019176989335
BB+,NABORS INDUSTRIES LTD,2015,0.000018596758568
BBB,"NASDAQ, INC",2015,0.000066469909354
BBB,"NASDAQ, INC",2015,0.000079631714734
BBB,"NASDAQ, INC",2015,0.000072959913852
BBB,"NASDAQ, INC",2015,0.000080054338217
A-,NATIONAL FUEL GAS COMPANY,2015,0.000173638785794
A-,NATIONAL FUEL GAS COMPANY,2015,0.000221822166036
BBB+,NATIONAL FUEL GAS COMPANY,2015,0.000170426917228
BBB,NATIONAL FUEL GAS COMPANY,2015,0.000124552258090
A-,NATIONAL GRID PLC,2015,0.000044470964361
BB,NCR Corp.,2015,0.000096106302366
BB,NCR Corp.,2015,0.000127342394038
BB,NCR Corp.,2015,0.000106873141883
B-,NEKTAR THERAPEUTICS,2015,0.000213597659721
B-,NEKTAR THERAPEUTICS,2015,0.000292960180791
B-,NEKTAR THERAPEUTICS,2015,0.000279571145607
A,NEWELL BRANDS INC,2015,0.000054483023141
A,NEWELL BRANDS INC,2015,0.000053986690011
A,NEWELL BRANDS INC,2015,0.000055484326044
A,NEWELL BRANDS INC,2015,0.000057285207803
A-,NEWELL BRANDS INC,2015,0.000072628261080
A+,"NEXTERA ENERGY, INC.",2015,0.145029677377820
A+,"NEXTERA ENERGY, INC.",2015,0.125131414794217
A+,"NEXTERA ENERGY, INC.",2015,0.130070441978445
A+,"NEXTERA ENERGY, INC.",2015,0.124387937882479
BB-,NGL Energy Partners LP,2015,0.000115183656561
BB-,NGL Energy Partners LP,2015,0.000004504604787
B-,NGL Energy Partners LP,2015,0.000004164731573
AA-,NIKE Inc.,2015,0.470695792368890
A+,"NIKE, Inc.",2015,0.000246033996584
CCC+,"NN, Inc.",2015,0.000005103012854
BB-,"NN, Inc.",2015,0.000045856139277
A,"NORDSTROM, INC",2015,0.000108477494744
A,"NORDSTROM, INC",2015,0.000101134530582
A,"NORDSTROM, INC",2015,0.000103940361154
A,"NORDSTROM, INC",2015,0.000127377126500
A,"NORDSTROM, INC",2015,0.000101992700347
A,NORFOLK SOUTHERN CORPORATION,2015,0.000124142066670
A,NORFOLK SOUTHERN CORPORATION,2015,0.000105204233547
A,NORFOLK SOUTHERN CORPORATION,2015,0.000111631819670
A-,NORFOLK SOUTHERN CORPORATION,2015,0.000102495690600
A-,NORFOLK SOUTHERN CORPORATION,2015,0.000106861422579
A-,NORTHROP GRUMMAN CORPORATION,2015,0.000057027277045
A-,NORTHROP GRUMMAN CORPORATION,2015,0.000056915339259
A-,NORTHROP GRUMMAN CORPORATION,2015,0.000060392904954
A-,NORTHROP GRUMMAN CORPORATION,2015,0.000060986345905
A-,NORTHROP GRUMMAN CORPORATION,2015,0.000053986249726
A+,NORTHWEST NATURAL GAS COMPANY,2015,0.000391369369475
A+,NORTHWEST NATURAL GAS COMPANY,2015,0.000300032890609
A+,NORTHWEST NATURAL GAS COMPANY,2015,0.000320649305148
A+,NORTHWEST NATURAL GAS COMPANY,2015,0.000399624420058
AA-,NOVARTIS AG,2015,0.999079254857385
AA,NOVARTIS AG,2015,0.999062885526702
AA,NOVARTIS AG,2015,0.999113730210278
B-,"NRG ENERGY, INC.",2015,0.000071899668119
B-,"NRG ENERGY, INC.",2015,0.000055107549892
B-,"NRG ENERGY, INC.",2015,0.000056633289203
B-,"NRG ENERGY, INC.",2015,0.000067527675008
BBB,NUCOR CORPORATION,2015,0.000232870259665
